,Variable,Parameter,Gini
0,chi_parameter,5.0,0.5151662947267058
0,chi_parameter,5.0,0.5566386143579195
0,chi_parameter,5.0,0.580322225462469
0,chi_parameter,5.0,0.5382196088425062
0,chi_parameter,5.0,0.548839764605306
0,chi_parameter,5.0,0.5542806006377868
0,chi_parameter,5.0,0.521138768091363
0,chi_parameter,5.0,0.4799689080103703
0,chi_parameter,5.0,0.5584881963699135
0,chi_parameter,5.0,0.5476866382318348
0,chi_parameter,5.0,0.5605892452989721
0,chi_parameter,5.0,0.5309828856001237
0,chi_parameter,5.0,0.5452041527883403
0,chi_parameter,5.0,0.5376361926738374
0,chi_parameter,5.0,0.5541558109779119
0,chi_parameter,5.0,0.5409831135158061
0,chi_parameter,5.0,0.5513974413868322
0,chi_parameter,5.0,0.5286524424051393
0,chi_parameter,5.0,0.5105413419753129
0,chi_parameter,5.0,0.5564634923827468
0,chi_parameter,5.0,0.5411288487383834
0,chi_parameter,5.0,0.5325913781082686
0,chi_parameter,5.0,0.50673257510828
0,chi_parameter,5.0,0.558284204106649
0,chi_parameter,5.0,0.5012550711018956
0,chi_parameter,5.0,0.5211395802426069
0,chi_parameter,5.0,0.5418898084972917
0,chi_parameter,5.0,0.550903637900746
0,chi_parameter,5.0,0.5438232109824692
0,chi_parameter,5.0,0.5624284046507178
0,chi_parameter,5.0,0.5761079842328862
0,chi_parameter,5.0,0.5884382392272924
0,chi_parameter,5.0,0.5343446968477185
0,chi_parameter,5.0,0.5586145891973036
0,chi_parameter,5.0,0.5223157131131786
0,chi_parameter,5.0,0.5005158557707263
0,chi_parameter,5.0,0.57648890593144
0,chi_parameter,5.0,0.5366020265194491
0,chi_parameter,5.0,0.5225540685721329
0,chi_parameter,5.0,0.5479287621435062
0,chi_parameter,5.0,0.5274765086230343
0,chi_parameter,5.0,0.5466941068623089
0,chi_parameter,5.0,0.5308376183130085
0,chi_parameter,5.0,0.5645244190230668
0,chi_parameter,5.0,0.5763622125434553
0,chi_parameter,5.0,0.49453889267703033
0,chi_parameter,5.0,0.5137734191437361
0,chi_parameter,5.0,0.5803342587582453
0,chi_parameter,5.0,0.5295692477876178
0,chi_parameter,5.0,0.5470136734120044
0,chi_parameter,5.2272727272727275,0.5531737238652902
0,chi_parameter,5.2272727272727275,0.532791423212425
0,chi_parameter,5.2272727272727275,0.4869835385215852
0,chi_parameter,5.2272727272727275,0.517056093955046
0,chi_parameter,5.2272727272727275,0.5307637541371164
0,chi_parameter,5.2272727272727275,0.5568065167094834
0,chi_parameter,5.2272727272727275,0.5398096936465685
0,chi_parameter,5.2272727272727275,0.4857482725070554
0,chi_parameter,5.2272727272727275,0.5703603601508447
0,chi_parameter,5.2272727272727275,0.5235713460312339
0,chi_parameter,5.2272727272727275,0.5186397275762648
0,chi_parameter,5.2272727272727275,0.5778403081540731
0,chi_parameter,5.2272727272727275,0.5377263387231875
0,chi_parameter,5.2272727272727275,0.5572395251905873
0,chi_parameter,5.2272727272727275,0.5548261902043781
0,chi_parameter,5.2272727272727275,0.5270043836873032
0,chi_parameter,5.2272727272727275,0.5525611520197713
0,chi_parameter,5.2272727272727275,0.5053402334458159
0,chi_parameter,5.2272727272727275,0.5717376529744761
0,chi_parameter,5.2272727272727275,0.5303214840096647
0,chi_parameter,5.2272727272727275,0.531420702649666
0,chi_parameter,5.2272727272727275,0.5249481192267837
0,chi_parameter,5.2272727272727275,0.48490516563438224
0,chi_parameter,5.2272727272727275,0.5951640364058386
0,chi_parameter,5.2272727272727275,0.529474761342975
0,chi_parameter,5.2272727272727275,0.5266358671197162
0,chi_parameter,5.2272727272727275,0.5710590016606574
0,chi_parameter,5.2272727272727275,0.5583622722620817
0,chi_parameter,5.2272727272727275,0.5796827290141625
0,chi_parameter,5.2272727272727275,0.5407505288135542
0,chi_parameter,5.2272727272727275,0.5611717272464403
