,Variable,Parameter,Gini
0,payoff_perc_freehold,0.001,0.5278527836093804
0,payoff_perc_freehold,0.001,0.49949282492841185
0,payoff_perc_freehold,0.001,0.5047930398098271
0,payoff_perc_freehold,0.001,0.5020502383854824
0,payoff_perc_freehold,0.001,0.5027896520003362
0,payoff_perc_freehold,0.010000000000000002,0.5398177791453275
0,payoff_perc_freehold,0.010000000000000002,0.5433325232643469
0,payoff_perc_freehold,0.010000000000000002,0.5130887329792628
0,payoff_perc_freehold,0.010000000000000002,0.524146562943491
0,payoff_perc_freehold,0.010000000000000002,0.5036489722953251
0,payoff_perc_freehold,0.019000000000000003,0.5217742557997769
0,payoff_perc_freehold,0.019000000000000003,0.5200264606253715
0,payoff_perc_freehold,0.019000000000000003,0.5507899700361057
0,payoff_perc_freehold,0.019000000000000003,0.5477653090418334
0,payoff_perc_freehold,0.019000000000000003,0.5019358481173878
0,payoff_perc_freehold,0.028000000000000004,0.5550115728049888
0,payoff_perc_freehold,0.028000000000000004,0.5158836894965511
0,payoff_perc_freehold,0.028000000000000004,0.5446127052724922
0,payoff_perc_freehold,0.028000000000000004,0.5357946773873954
0,payoff_perc_freehold,0.028000000000000004,0.5105350761362728
0,payoff_perc_freehold,0.037000000000000005,0.5119446950620292
0,payoff_perc_freehold,0.037000000000000005,0.5035766533507179
0,payoff_perc_freehold,0.037000000000000005,0.5521248168406296
0,payoff_perc_freehold,0.037000000000000005,0.5106251559602629
0,payoff_perc_freehold,0.037000000000000005,0.5302319565003231
0,payoff_perc_freehold,0.046000000000000006,0.5409115320285862
0,payoff_perc_freehold,0.046000000000000006,0.4965473698626481
0,payoff_perc_freehold,0.046000000000000006,0.5269767418261169
0,payoff_perc_freehold,0.046000000000000006,0.5402524153191411
0,payoff_perc_freehold,0.046000000000000006,0.5595683288510614
0,payoff_perc_freehold,0.05500000000000001,0.5549986882846671
0,payoff_perc_freehold,0.05500000000000001,0.5142215225643958
0,payoff_perc_freehold,0.05500000000000001,0.5370891504337422
0,payoff_perc_freehold,0.05500000000000001,0.5374217405433341
0,payoff_perc_freehold,0.05500000000000001,0.5331566025151502
0,payoff_perc_freehold,0.064,0.51506574105474
0,payoff_perc_freehold,0.064,0.5468132245389429
0,payoff_perc_freehold,0.064,0.5481175941588788
0,payoff_perc_freehold,0.064,0.5481354803172125
0,payoff_perc_freehold,0.064,0.5387989597553472
0,payoff_perc_freehold,0.07300000000000001,0.537771666971436
0,payoff_perc_freehold,0.07300000000000001,0.5137497062156637
0,payoff_perc_freehold,0.07300000000000001,0.5522230222230196
0,payoff_perc_freehold,0.07300000000000001,0.5315030493702539
0,payoff_perc_freehold,0.07300000000000001,0.5542307092525374
0,payoff_perc_freehold,0.08200000000000002,0.5187956450505318
0,payoff_perc_freehold,0.08200000000000002,0.5467496529578935
0,payoff_perc_freehold,0.08200000000000002,0.5147478835046294
0,payoff_perc_freehold,0.08200000000000002,0.5356942281698913
0,payoff_perc_freehold,0.08200000000000002,0.5528128917352506
0,payoff_perc_freehold,0.09100000000000001,0.5194439332464271
0,payoff_perc_freehold,0.09100000000000001,0.5398945834745581
0,payoff_perc_freehold,0.09100000000000001,0.5289167849716855
0,payoff_perc_freehold,0.09100000000000001,0.5438889780051952
0,payoff_perc_freehold,0.09100000000000001,0.5262337505447833
0,payoff_perc_freehold,0.1,0.5425905793460338
0,payoff_perc_freehold,0.1,0.548903355205349
0,payoff_perc_freehold,0.1,0.5503529123353601
0,payoff_perc_freehold,0.1,0.5258634873674413
0,payoff_perc_freehold,0.1,0.5381223527271185
