,Variable,Parameter,Gini
0,savings_lower,1.0,0.7653155467169827
0,savings_lower,1.0,0.6835639328263227
0,savings_lower,1.0,0.6986112689284238
0,savings_lower,1.0,0.6721944612903344
0,savings_lower,1.0,0.7281475297593535
0,savings_lower,1.0,0.7476110650268132
0,savings_lower,1.0,0.7165587045105485
0,savings_lower,1.0,0.6823928041519431
0,savings_lower,1.0,0.7219681510306899
0,savings_lower,1.0,0.6929997451341696
0,savings_lower,1.0,0.725919201921561
0,savings_lower,1.0,0.6636665583361989
0,savings_lower,1.0,0.71586226245593
0,savings_lower,1.0,0.701833074587801
0,savings_lower,1.0,0.701000497101198
0,savings_lower,1.0,0.7506516335977167
0,savings_lower,1.0,0.6898168368220609
0,savings_lower,1.0,0.7080144207739031
0,savings_lower,1.0,0.7121353393744305
0,savings_lower,1.0,0.6572996514522045
0,savings_lower,1.0,0.6692242379664385
0,savings_lower,1.0,0.7054433919235685
0,savings_lower,1.0,0.6740875232355324
0,savings_lower,1.0,0.6808394188084146
0,savings_lower,1.0,0.7417636837344894
0,savings_lower,1.0,0.7326334838948916
0,savings_lower,1.0,0.7146969400689658
0,savings_lower,1.0,0.7611270354058794
0,savings_lower,1.0,0.6995250615629605
0,savings_lower,1.0,0.7688919690610242
0,savings_lower,1.0,0.6894993621183003
0,savings_lower,1.0,0.7293899687234879
0,savings_lower,1.0,0.7382652889584388
0,savings_lower,1.0,0.67650572669883
0,savings_lower,1.0,0.7555997745287948
0,savings_lower,1.0,0.6609722738023445
0,savings_lower,1.0,0.706900089995655
0,savings_lower,1.0,0.6991280649354085
0,savings_lower,1.0,0.710024130679645
0,savings_lower,1.0,0.7150261546289067
0,savings_lower,1.0,0.6878242975644865
0,savings_lower,1.0,0.7352874301520191
0,savings_lower,1.0,0.7015585740222748
0,savings_lower,1.0,0.6951034737330118
0,savings_lower,1.0,0.6966376286762662
0,savings_lower,1.0,0.7077553546712557
0,savings_lower,1.0,0.6809955492213772
0,savings_lower,1.0,0.7024291643494783
0,savings_lower,1.0,0.7404592190486906
0,savings_lower,1.0,0.6983268490438395
0,savings_lower,3637.2727272727275,0.6949669443582897
0,savings_lower,3637.2727272727275,0.7091943808938915
0,savings_lower,3637.2727272727275,0.6923863034147731
0,savings_lower,3637.2727272727275,0.7240066608487213
0,savings_lower,3637.2727272727275,0.6559100319547927
0,savings_lower,3637.2727272727275,0.7159063641585885
0,savings_lower,3637.2727272727275,0.7050515170647699
0,savings_lower,3637.2727272727275,0.6811524693413608
0,savings_lower,3637.2727272727275,0.7401863177738447
0,savings_lower,3637.2727272727275,0.7122092764811362
0,savings_lower,3637.2727272727275,0.6706551805145656
0,savings_lower,3637.2727272727275,0.7177351750940654
0,savings_lower,3637.2727272727275,0.7322823909897808
0,savings_lower,3637.2727272727275,0.6969452842139772
0,savings_lower,3637.2727272727275,0.6969880573580942
0,savings_lower,3637.2727272727275,0.6493620087008659
0,savings_lower,3637.2727272727275,0.7224999058940601
0,savings_lower,3637.2727272727275,0.7406954384619286
0,savings_lower,3637.2727272727275,0.7141632598805583
0,savings_lower,3637.2727272727275,0.7136343675378377
0,savings_lower,3637.2727272727275,0.7257256642071247
0,savings_lower,3637.2727272727275,0.6808485695581019
0,savings_lower,3637.2727272727275,0.6605536644109343
0,savings_lower,3637.2727272727275,0.6909679576650984
